context	nb sameas	all_pair	ratio
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	32	0.0625
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	8	0.125
context	nb sameas	all_pair	ratio
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	14	36	0.3888888888888889
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	10	24	0.4166666666666667
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['islocatedin', 'wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	365	377	0.9681697612732095
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	8	36	0.2222222222222222
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	85	187	0.45454545454545453
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	5	7	0.7142857142857143
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	68	71	0.9577464788732394
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	7	14	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	57	60	0.95
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	18	21	0.8571428571428571
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	13	13	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	11	11	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	6	6	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	5	5	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	41	41	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	7	35	0.2
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	16	16	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	9	9	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel']['wascreatedondate', 'wascreatedonyear']	4	4	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'edited-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	3	15	0.2
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['islocatedin', 'wascreatedondate']	3	3	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	6	6	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']['islocatedin']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	5	7	0.7142857142857143
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	5	0.2
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	8	20	0.4
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedonyear']	1	6	0.16666666666666666
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	4	150	0.02666666666666667
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	5	13	0.38461538461538464
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'edited-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	4	4	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'edited-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	1	4	0.25
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'edited-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']['islocatedin']	2	4	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'edited-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv', 'edited-inv', 'wrotemusicfor-inv']['directed-inv', 'edited-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
context	nb sameas	all_pair	ratio
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	7	188	0.03723404255319149
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	11	29	0.3793103448275862
['actedin-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	9	688	0.01308139534883721
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	10	2062	0.004849660523763337
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	94	7843	0.01198520974117047
['actedin-inv', 'directed-inv']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	57	1109	0.05139765554553652
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	13	28	0.4642857142857143
['actedin-inv', 'directed-inv']['skos:preflabel']['wascreatedonyear']	27	36	0.75
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	2	37	0.05405405405405406
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	368	0.008152173913043478
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	21	316	0.06645569620253164
['actedin-inv', 'directed-inv']['skos:preflabel']['islocatedin', 'wascreatedonyear']	13	56	0.23214285714285715
['actedin-inv', 'directed-inv']['skos:preflabel']['wascreatedondate', 'wascreatedonyear']	15	37	0.40540540540540543
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	10	444	0.02252252252252252
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	10	67	0.14925373134328357
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	19	347	0.05475504322766571
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	53	1348	0.039317507418397624
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	4	774	0.00516795865633075
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	3	126	0.023809523809523808
['actedin-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['created-inv', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	19	294	0.06462585034013606
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	27	1836	0.014705882352941176
['actedin-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'wascreatedonyear']	21	42	0.5
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	2	5	0.4
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	15	86	0.1744186046511628
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	17	0.11764705882352941
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['wascreatedonyear']	4	38	0.10526315789473684
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	3	20	0.15
['actedin-inv', 'directed-inv']['directed-inv']['created-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	4	19	0.21052631578947367
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	4	424	0.009433962264150943
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	4	6	0.6666666666666666
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	47	0.02127659574468085
['actedin-inv', 'directed-inv']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	5	7	0.7142857142857143
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	13	31	0.41935483870967744
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	11	0.18181818181818182
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear']	4	38	0.10526315789473684
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	7	147	0.047619047619047616
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	1579	0.001266624445851805
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	5	167	0.029940119760479042
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	39	0.02564102564102564
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	15	25	0.6
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	2	2	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	21	0.047619047619047616
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	16	53	0.3018867924528302
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	7	0.14285714285714285
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear']	9	138	0.06521739130434782
['actedin-inv', 'directed-inv']['skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	3	4	0.75
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	1	41	0.024390243902439025
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	3	0.6666666666666666
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	5	10	0.5
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	5	5	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	21	0.047619047619047616
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	5	8	0.625
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	3	151	0.019867549668874173
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	5	13	0.38461538461538464
['actedin-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	968	0.002066115702479339
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	4	415	0.00963855421686747
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	6	7	0.8571428571428571
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	94	0.010638297872340425
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel', 'wrotemusicfor-inv']['wascreatedonyear']	3	3	1.0
['actedin-inv', 'directed-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'wascreatedondate', 'wascreatedonyear']	2	4	0.5
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'islocatedin']	1	1	1.0
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	2	3	0.6666666666666666
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	6	0.5
['actedin-inv', 'directed-inv']['actedin-inv']['skos:preflabel', 'wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['wascreatedondate', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	703	0.002844950213371266
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	16	0.125
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1183	0.0008453085376162299
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	187	0.0106951871657754
['actedin-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	2	40	0.05
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	110	0.00909090909090909
['actedin-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	29	0.06896551724137931
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	31	0.03225806451612903
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	1	342	0.0029239766081871343
['actedin-inv', 'directed-inv']['actedin-inv']['islocatedin', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv']['directed-inv', 'islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv']['directed-inv']['created-inv', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	233	0.004291845493562232
['actedin-inv', 'directed-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	4	0.25
['actedin-inv', 'directed-inv']['actedin-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'wascreatedonyear']	1	184	0.005434782608695652
['actedin-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	15	0.06666666666666667
['actedin-inv', 'directed-inv']['actedin-inv', 'islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	19	0.05263157894736842
['actedin-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	2	1.0
